"stid","seq","house_sat","treatment","expunge","white","female","age_enroll","income","income_lag","house_num","house_size","move_attempt","unemployed","unemploy_lag","ps_employed","local_unemploy","married","dependent","year"
"KSSTID0038",3,4,1,1,1,0,29,8.24311943768335,8.88544091170758,4,3,0,0,1,0,6.533333333,0,1,2020
"KSSTID0038",4,,1,1,1,0,29,8.88197518424887,8.24311943768335,1,3,0,0,0,0,5.7,0,0,2021
"KSSTID0038",5,4,1,1,1,0,29,8.99032442460578,8.88197518424887,0,2,0,0,0,0,5.066666667,0,0,2021
"KSSTID0038",6,4,1,1,1,0,29,8.48334060405903,8.99032442460578,4,5,0,0,0,0,3.066666667,0,0,2021
"KSSTID0039",1,2,1,1,1,0,24,8.93156253886012,8.76484202070161,3,2,0,0,0,1,8.633333333,0,0,2020
"KSSTID0039",2,2,1,1,1,0,24,8.94930023047082,8.93156253886012,1,2,1,0,0,1,5.522222222,0,0,2020
"KSSTID0039",3,1,1,1,1,0,24,9.41039051129683,8.94930023047082,1,2,0,0,0,1,3.911111111,0,0,2020
"KSSTID0039",4,2,1,1,1,0,24,8.87905744755371,9.41039051129683,1,2,1,0,0,1,3.5,0,0,2021
"KSSTID0039",5,1,1,1,1,0,24,8.95228182459047,8.87905744755371,1,2,1,0,0,1,3.311111111,0,0,2021
"KSSTID0039",6,4,1,1,1,0,24,9.68447545500137,8.95228182459047,2,3,0,0,0,1,2.1,0,0,2021
"KSSTID0041",1,4,1,0,1,0,57,0,6.74554218506483,0,6,,1,0,1,14.46666667,1,0,2020
"KSSTID0041",2,4,1,1,1,0,57,0,0,1,4,0,1,1,1,9.1,1,0,2020
"KSSTID0041",3,2,1,1,1,0,57,8.84573405771117,0,6,5,0,0,1,1,6.533333333,1,0,2020
"KSSTID0041",4,,1,1,1,0,57,9.04824605819874,8.84573405771117,0,6,0,0,0,1,5.7,1,0,2021
"KSSTID0041",5,4,1,1,1,0,57,9.04408623999281,9.04824605819874,0,1,0,0,0,1,4.633333333,1,0,2021
"KSSTID0041",6,4,1,1,1,0,57,9.05732088544181,9.04408623999281,0,5,0,0,0,1,3.066666667,1,0,2021
"KSSTID0042",1,4,1,0,1,1,30,9.04172678774363,7.693230925726,4,2,1,1,0,1,9.933333333,0,1,2020
"KSSTID0042",2,1,1,0,1,1,30,8.81252450171147,9.04172678774363,3,2,1,0,1,1,6.1,0,1,2020
"KSSTID0042",3,3,1,1,1,1,30,9.31620825889944,8.81252450171147,4,3,,0,0,1,4.366666667,0,1,2020
"KSSTID0042",4,,1,1,1,1,30,8.85282650481117,9.31620825889944,2,3,,0,0,1,4.066666667,0,1,2021
"KSSTID0042",5,,1,1,1,1,30,8.65513434672946,8.85282650481117,3,3,,0,0,1,3.533333333,0,1,2021
"KSSTID0042",6,2,1,1,1,1,30,9.16534091399305,8.65513434672946,3,3,0,0,0,1,2.4,0,1,2021
"KSSTID0043",1,3,1,0,1,0,47,0,8.73097788492261,6,3,0,1,0,0,12.28888889,1,1,2020
"KSSTID0043",2,3,1,0,1,0,47,0,0,4,3,0,1,1,0,7.611111111,1,1,2020
"KSSTID0043",3,3,1,0,1,0,47,0,0,5,3,0,1,1,0,5.444444444,1,1,2020
"KSSTID0043",4,3,1,0,1,0,47,0,0,5,3,1,1,1,0,4.788888889,1,1,2021
"KSSTID0043",5,2,1,1,1,0,47,0,0,2,6,0,1,1,0,4.088888889,1,1,2021
"KSSTID0043",6,2,1,1,1,0,47,0,0,6,3,,1,1,0,2.722222222,1,1,2021
"KSSTID0044",1,3,1,0,1,1,46,0,8.76153917415725,3,3,0,1,0,0,14.46666667,1,0,2020
"KSSTID0044",2,3,1,0,1,1,46,0,0,1,3,0,1,1,0,9.1,1,0,2020
"KSSTID0044",3,3,1,1,1,1,46,0,0,1,3,0,1,1,0,6.533333333,1,0,2020
"KSSTID0044",4,3,1,1,1,1,46,0,0,1,3,0,1,1,0,5.7,1,0,2021
"KSSTID0044",5,3,1,1,1,1,46,8.61667646990119,0,1,3,0,0,1,0,4.633333333,1,0,2021
"KSSTID0044",6,3,1,1,1,1,46,8.96435798875794,8.61667646990119,1,3,0,0,0,0,3.066666667,1,0,2021
"KSSTID0045",1,3,0,0,0,1,28,7.36603281933674,7.68842329007155,0,3,0,1,0,1,9.933333333,0,1,2020
"KSSTID0045",2,1,0,0,0,1,28,8.82315818847139,7.36603281933674,3,5,0,0,1,1,6.1,0,1,2020
"KSSTID0045",3,1,0,0,0,1,28,7.98039596308156,8.82315818847139,3,4,1,0,0,1,4.366666667,0,1,2020
"KSSTID0045",4,3,0,0,0,1,28,0,7.98039596308156,3,3,0,1,0,1,4.066666667,0,1,2021
"KSSTID0045",5,1,0,0,0,1,28,0,0,3,2,0,1,1,1,3.533333333,0,1,2021
"KSSTID0045",6,2,0,0,0,1,28,0,0,4,4,,1,1,1,2.4,1,1,2021
"KSSTID0046",1,3,0,0,1,1,46,8.85381398843038,7.57326915234458,4,4,0,0,0,1,8.3,0,1,2020
"KSSTID0046",2,3,0,0,1,1,46,9.2119301076765,8.85381398843038,2,3,1,0,0,1,5.933333333,0,1,2020
"KSSTID0046",3,4,0,0,1,1,46,6.03020437542391,9.2119301076765,2,4,0,1,0,1,4.4,0,1,2020
"KSSTID0046",4,2,0,0,1,1,46,5.30330490805908,6.03020437542391,2,4,0,0,1,1,3.866666667,0,1,2021
"KSSTID0046",5,3,0,0,1,1,46,6.64509096950564,5.30330490805908,2,5,0,0,0,1,3.8,0,1,2021
"KSSTID0046",6,3,0,0,1,1,46,7.77192711259374,6.64509096950564,2,5,0,0,0,1,2.566666667,0,1,2021
"KSSTID0047",1,4,1,0,1,0,64,8.65992983541094,8.14601066238359,1,4,0,0,0,1,12.81666667,0,0,2020
"KSSTID0047",2,4,1,0,1,0,64,8.06344079267655,8.65992983541094,1,4,0,0,0,1,7.866666667,0,0,2020
"KSSTID0047",3,,1,0,1,0,64,6.63500122711459,8.06344079267655,1,6,,0,0,1,5.666666667,0,0,2020
"KSSTID0047",4,,1,0,1,0,64,0,6.63500122711459,3,4,,1,0,1,5.033333333,1,0,2021
"KSSTID0047",5,,1,1,1,0,64,0,0,1,3,,1,1,1,4.15,0,0,2021
"KSSTID0047",6,,1,1,1,0,64,0,0,1,2,,1,1,1,2.766666667,1,0,2021
"KSSTID0048",1,2,0,0,1,0,50,8.92831692592368,7.95513742916306,0,4,0,0,0,1,14.46666667,1,1,2020
"KSSTID0048",2,,0,0,1,0,50,9.23792441011999,8.92831692592368,4,3,0,0,0,1,9.1,1,1,2020
"KSSTID0048",3,2,0,0,1,0,50,9.07011462205893,9.23792441011999,2,2,0,0,0,1,6.533333333,1,1,2020
"KSSTID0048",4,2,0,0,1,0,50,8.97165796555631,9.07011462205893,4,4,0,0,0,1,5.7,1,1,2021
"KSSTID0048",5,3,0,0,1,0,50,9.19839531297498,8.97165796555631,4,3,0,0,0,1,4.633333333,1,1,2021
"KSSTID0048",6,1,0,0,1,0,50,9.29516577813823,9.19839531297498,4,3,0,0,0,1,3.066666667,1,1,2021
"KSSTID0049",1,3,0,0,1,1,24,9.25260559302384,9.35547913764242,2,2,0,0,0,1,14.46666667,0,0,2020
"KSSTID0049",2,1,0,0,1,1,24,8.94416364761025,9.25260559302384,0,1,0,1,0,1,9.1,0,0,2020
"KSSTID0049",3,,0,0,1,1,24,8.75542238014849,8.94416364761025,1,2,0,1,1,1,5.7,0,0,2021
"KSSTID0049",4,2,0,0,1,1,24,9.20482519128807,8.75542238014849,1,1,1,1,1,1,5.066666667,0,0,2021
"KSSTID0049",5,1,0,0,1,1,24,8.71882708539918,9.20482519128807,1,2,0,1,1,1,4.633333333,0,0,2021
"KSSTID0049",6,2,0,0,1,1,24,0,8.71882708539918,1,2,0,1,1,1,3.066666667,0,0,2021
"KSSTID0050",1,4,1,0,0,0,46,9.80673543363712,9.96725452610741,7,5,0,0,0,1,8.3,1,1,2020
"KSSTID0050",2,4,1,0,0,0,46,10.0784067795633,9.80673543363712,4,3,,0,0,1,5.1,1,1,2020
"KSSTID0050",3,,1,0,0,0,46,9.84210404909186,10.0784067795633,6,4,0,0,0,1,3.666666667,1,1,2021
"KSSTID0050",4,4,1,0,0,0,46,9.86546787784732,9.84210404909186,4,5,0,0,0,1,3.2,1,1,2021
"KSSTID0050",5,4,1,0,0,0,46,9.83219990721144,9.86546787784732,4,4,0,0,0,1,3.3,1,1,2021
"KSSTID0050",6,4,1,0,0,0,46,10.0233320175418,9.83219990721144,5,4,0,0,0,1,2.216666667,1,1,2021
"KSSTID0051",1,4,0,0,1,1,29,7.52960514915996,7.7844316202222,2,6,,0,0,1,14.46666667,0,1,2020
"KSSTID0051",2,,0,0,1,1,29,0,7.52960514915996,1,2,,1,0,1,9.1,0,1,2020
"KSSTID0051",3,,0,1,1,1,29,7.0046551037221,0,1,2,,0,1,1,5.7,0,1,2021
"KSSTID0051",4,,0,1,1,1,29,7.61689883262668,7.0046551037221,1,4,,0,0,1,5.066666667,0,1,2021
"KSSTID0051",5,,0,1,1,1,29,8.75355775866107,7.61689883262668,1,2,,0,0,1,4.633333333,0,1,2021
"KSSTID0051",6,,0,1,1,1,29,8.46582831551942,8.75355775866107,3,4,,0,0,1,3.066666667,0,1,2021
"KSSTID0052",1,3,0,0,0,0,48,10.0813169513464,10.1006340908996,0,1,0,0,0,1,8.283333333,0,0,2020
"KSSTID0052",2,3,0,0,0,0,48,10.3626049537385,10.0813169513464,1,3,0,0,0,1,6.033333333,0,0,2020
"KSSTID0052",3,,0,0,0,0,48,10.1433045265632,10.3626049537385,0,1,0,0,0,1,3.7,1,0,2021
"KSSTID0052",4,4,0,0,0,0,48,10.3211443721156,10.1433045265632,0,1,0,0,0,1,2.933333333,1,0,2021
"KSSTID0052",5,3,0,0,0,0,48,10.2266443885166,10.3211443721156,1,3,0,0,0,1,2.983333333,1,0,2021
"KSSTID0052",6,4,0,0,0,0,48,10.3567362866781,10.2266443885166,1,5,0,0,0,1,1.966666667,1,0,2021
"KSSTID0053",1,2,0,0,1,1,26,7.32883123460445,7.81438751741444,3,2,0,0,0,1,5.3,0,1,2020
"KSSTID0053",2,,0,0,1,1,26,6.64118216974059,7.32883123460445,3,2,0,0,0,1,3.333333333,0,1,2021
"KSSTID0053",3,2,0,0,1,1,26,7.99845299656464,6.64118216974059,0,1,,0,0,1,3.033333333,0,1,2021
"KSSTID0053",4,,0,0,1,1,26,0,7.99845299656464,3,5,,1,0,1,3.033333333,0,1,2021
"KSSTID0053",5,,0,0,1,1,26,7.17726319745501,0,0,1,,0,1,1,1.933333333,0,1,2021
"KSSTID0053",6,,0,0,1,1,26,0,7.17726319745501,2,2,,1,0,1,2.333333333,1,1,2022
"KSSTID0054",1,2,1,0,1,1,51,0,0,1,2,0,1,1,1,9.833333333,1,0,2020
"KSSTID0054",2,1,1,0,1,1,51,0,0,0,2,0,1,1,1,5.966666667,0,0,2020
"KSSTID0054",3,,1,1,1,1,51,0,0,1,3,0,1,1,1,4.266666667,1,0,2021
"KSSTID0054",4,1,1,1,1,1,51,0,0,1,3,1,1,1,1,3.833333333,0,0,2021
"KSSTID0054",5,3,1,1,1,1,51,0,0,0,1,0,1,1,1,3.766666667,0,0,2021
"KSSTID0054",6,2,1,1,1,1,51,0,0,0,1,0,1,1,1,2.5,0,0,2021
"KSSTID0055",1,2,1,0,1,0,40,9.55711648373567,7.86736600278149,5,5,1,1,0,0,8.683333333,1,1,2020
"KSSTID0055",2,,1,0,1,0,40,9.46899082570077,9.55711648373567,2,1,1,0,1,0,7.1,1,1,2020
"KSSTID0055",3,,1,0,1,0,40,10.0492315665888,9.46899082570077,2,1,1,0,0,0,4.6,1,1,2021
"KSSTID0055",4,,1,0,1,0,40,9.27515843560061,10.0492315665888,6,3,,0,0,0,3.983333333,1,1,2021
"KSSTID0055",5,,1,0,1,0,40,9.17176700053204,9.27515843560061,4,2,,0,0,0,4.083333333,1,1,2021
"KSSTID0055",6,1,1,0,1,0,40,8.07064355432866,9.17176700053204,5,3,,0,0,0,2.65,1,1,2021
"KSSTID0056",1,4,0,0,1,1,43,0,8.12510126239816,3,6,0,1,0,0,9.633333333,0,1,2020
"KSSTID0056",2,4,0,0,1,1,43,7.49609734517596,0,3,4,0,1,1,0,6.2,0,1,2020
"KSSTID0056",3,,0,0,1,1,43,6.18208490671663,7.49609734517596,3,6,0,1,1,0,3.8,0,1,2021
"KSSTID0056",4,3,0,0,1,1,43,8.66509582133973,6.18208490671663,3,5,0,1,1,0,3.4,0,1,2021
"KSSTID0056",5,3,0,0,1,1,43,8.3774712482411,8.66509582133973,2,5,0,1,1,0,3.333333333,0,1,2021
"KSSTID0056",6,2,0,0,1,1,43,0,8.3774712482411,2,3,0,1,1,0,2,0,1,2021
"KSSTID0057",1,,0,0,1,0,45,8.56570712696186,7.74538801069931,3,4,0,0,0,1,9.1,0,0,2020
"KSSTID0057",2,3,0,0,1,0,45,8.41369982044727,8.56570712696186,2,6,0,0,0,1,6.533333333,0,0,2020
"KSSTID0057",3,4,0,0,1,0,45,6.62278951402458,8.41369982044727,2,6,0,0,0,1,5.7,0,0,2021
"KSSTID0057",4,4,0,0,1,0,45,7.28730068860455,6.62278951402458,2,6,0,0,0,1,5.066666667,0,0,2021
"KSSTID0057",5,3,0,0,1,0,45,7.43504266143474,7.28730068860455,2,6,0,0,0,1,4.633333333,0,0,2021
"KSSTID0057",6,4,0,0,1,0,45,8.67769679150123,7.43504266143474,2,6,0,0,0,1,3.066666667,0,0,2021
"KSSTID0058",1,3,1,1,0,1,27,8.3531813834238,8.03152511279313,1,2,1,0,0,1,7.966666667,0,0,2020
"KSSTID0058",2,3,1,1,0,1,27,7.61819212807904,8.3531813834238,1,1,0,0,0,1,5.4,0,0,2020
"KSSTID0058",3,3,1,1,0,1,27,8.66702254775993,7.61819212807904,0,1,,0,0,1,5.4,0,1,2021
"KSSTID0058",4,3,1,1,0,1,27,9.07721689614229,8.66702254775993,0,1,0,0,0,1,5.333333333,0,1,2021
"KSSTID0058",5,3,1,1,0,1,27,7.86771068114255,9.07721689614229,2,1,0,0,0,1,4.8,0,1,2021
"KSSTID0058",6,3,1,1,0,1,27,8.82340355012469,7.86771068114255,1,2,,0,0,1,3.1,0,1,2021
"KSSTID0059",1,3,0,0,1,0,26,9.12420061501543,8.82271862010439,4,5,0,0,0,1,5.933333333,1,1,2020
"KSSTID0059",2,3,0,0,1,0,26,9.24775464680948,9.12420061501543,4,5,1,0,0,1,4.4,1,1,2020
"KSSTID0059",3,3,0,0,1,0,26,9.27730999808187,9.24775464680948,0,1,1,0,0,1,3.866666667,1,1,2021
"KSSTID0059",4,3,0,0,1,0,26,9.52209095987119,9.27730999808187,4,5,1,0,0,1,3.433333333,1,1,2021
"KSSTID0059",5,4,0,0,1,0,26,9.20301863334545,9.52209095987119,3,5,1,0,0,1,3.8,1,1,2021
"KSSTID0059",6,4,0,0,1,0,26,9.33582610994964,9.20301863334545,3,4,,0,0,1,2.566666667,1,1,2021
"KSSTID0060",1,2,1,0,1,1,36,8.76921026167533,7.59361094091296,0,3,0,0,0,1,9.1,0,1,2020
"KSSTID0060",2,2,1,0,1,1,36,9.13040824152209,8.76921026167533,3,3,1,0,0,1,6.533333333,0,1,2020
"KSSTID0060",3,2,1,0,1,1,36,8.85046316339946,9.13040824152209,4,3,0,0,0,1,5.7,0,1,2021
"KSSTID0060",4,2,1,0,1,1,36,9.23576442431634,8.85046316339946,2,3,,0,0,1,5.066666667,0,1,2021
"KSSTID0060",5,,1,0,1,1,36,9.06257906986544,9.23576442431634,4,5,,0,0,1,4.633333333,0,1,2021
"KSSTID0060",6,,1,0,1,1,36,9.24625176922511,9.06257906986544,3,3,0,0,0,1,3.066666667,0,1,2021
"KSSTID0061",1,2,0,0,1,0,65,9.38104808170747,9.3417483868289,0,6,0,0,0,1,6.766666667,0,0,2020
"KSSTID0061",2,4,0,0,1,0,65,9.66213611415132,9.38104808170747,0,6,0,0,0,1,5.05,0,0,2020
"KSSTID0061",3,4,0,0,1,0,65,9.50041108934289,9.66213611415132,0,6,0,0,0,1,4.583333333,0,0,2021
"KSSTID0061",4,4,0,0,1,0,65,9.59355918947354,9.50041108934289,0,6,0,0,0,1,4.033333333,0,0,2021
"KSSTID0061",5,4,0,0,1,0,65,9.70465117368613,9.59355918947354,0,6,0,0,0,1,3.7,0,0,2021
"KSSTID0061",6,4,0,0,1,0,65,9.63631112817734,9.70465117368613,0,6,0,0,0,1,2.383333333,0,0,2021
"KSSTID0062",1,2,1,0,1,1,40,0,0,2,1,0,1,1,1,4.866666667,0,0,2020
"KSSTID0062",2,3,1,0,1,1,40,0,0,3,3,1,1,1,1,3.466666667,0,0,2020
"KSSTID0062",3,3,1,1,1,1,40,0,0,3,3,,1,1,1,3.266666667,0,0,2021
"KSSTID0062",4,2,1,1,1,1,40,0,0,3,3,0,1,1,1,2.7,0,0,2021
"KSSTID0062",5,4,1,1,1,1,40,0,0,3,3,0,1,1,1,3.033333333,0,0,2021
"KSSTID0062",6,4,1,1,1,1,40,9.32441699179614,0,3,3,0,0,1,1,2,0,0,2021
"KSSTID0063",1,4,0,0,1,0,26,8.63949577628416,9.02579955444379,4,5,0,0,0,1,4.3,1,1,2020
"KSSTID0063",2,4,0,0,1,0,26,0,8.63949577628416,4,6,0,1,0,1,2.766666667,1,1,2020
"KSSTID0063",3,3,0,0,1,0,26,7.77314842763843,0,3,6,0,0,1,1,2.866666667,1,1,2021
"KSSTID0063",4,3,0,0,1,0,26,8.09575112878493,7.77314842763843,3,6,0,0,0,1,2.733333333,1,1,2021
"KSSTID0063",5,,0,0,1,0,26,7.55786446985051,8.09575112878493,3,2,,0,0,1,2.966666667,1,1,2021
"KSSTID0063",6,4,0,0,1,0,26,8.53683109926456,7.55786446985051,3,6,0,0,0,1,2.433333333,1,1,2022
"KSSTID0064",1,2,0,0,1,0,65,8.05595106783908,7.51274861199961,0,2,0,1,0,1,2.766666667,0,0,2020
"KSSTID0064",2,1,0,0,1,0,65,7.09518045678513,8.05595106783908,0,2,1,0,1,1,3.066666667,0,0,2020
"KSSTID0064",3,2,0,0,1,0,65,0,7.09518045678513,1,4,0,1,0,1,2.983333333,0,0,2021
"KSSTID0064",4,3,0,0,1,0,65,8.34498036877057,0,2,5,1,1,1,1,2.883333333,1,0,2021
"KSSTID0064",5,1,0,0,1,0,65,0,8.34498036877057,2,2,1,1,1,1,3.133333333,0,0,2021
"KSSTID0064",6,2,0,0,1,0,65,0,0,2,3,1,1,1,1,3.133333333,1,0,2022
"KSSTID0065",1,1,0,0,0,0,42,0,6.15147658698208,1,2,0,1,0,1,9.1,0,1,2020
"KSSTID0065",2,1,0,0,0,0,42,0,0,1,2,0,1,1,1,6.533333333,0,1,2020
"KSSTID0065",3,1,0,0,0,0,42,0,0,2,2,1,1,1,1,5.7,0,1,2021
"KSSTID0065",4,,0,0,0,0,42,0,0,2,4,,1,1,1,5.066666667,0,1,2021
"KSSTID0065",5,,0,0,0,0,42,0,0,0,2,0,1,1,1,3.066666667,0,1,2021
"KSSTID0065",6,1,0,0,0,0,42,0,0,1,2,0,1,1,1,3.366666667,0,0,2022
"KSSTID0066",1,3,1,1,1,1,55,8.98838361614154,8.7586135005974,1,6,0,0,0,0,6.4,0,0,2020
"KSSTID0066",2,3,1,1,1,1,55,8.55840423024894,8.98838361614154,2,5,0,0,0,0,4.333333333,0,0,2020
"KSSTID0066",3,,1,1,1,1,55,8.08815644219434,8.55840423024894,1,6,0,0,0,0,3.933333333,1,0,2021
"KSSTID0066",4,3,1,1,1,1,55,8.03934769494484,8.08815644219434,1,5,0,0,0,0,3.566666667,1,0,2021
"KSSTID0066",5,3,1,1,1,1,55,6.25575004175337,8.03934769494484,1,2,0,0,0,0,2.4,1,0,2021
"KSSTID0066",6,3,1,1,1,1,55,0,6.25575004175337,1,3,0,1,0,0,3.1,1,0,2022
"KSSTID0067",1,3,0,0,1,1,37,0,0,2,2,1,1,1,1,9.1,0,1,2020
"KSSTID0067",2,2,0,0,1,1,37,0,0,0,2,1,1,1,1,6.533333333,0,1,2020
"KSSTID0067",3,2,0,0,1,1,37,0,0,0,2,1,1,1,1,5.7,0,1,2021
"KSSTID0067",4,2,0,0,1,1,37,0,0,0,2,0,1,1,1,5.066666667,0,1,2021
"KSSTID0067",5,2,0,0,1,1,37,8.8217972755839,0,0,2,0,0,1,1,3.066666667,0,1,2021
"KSSTID0067",6,2,0,0,1,1,37,8.63147856181124,8.8217972755839,0,2,0,0,0,1,3.366666667,1,1,2022
"KSSTID0068",1,4,1,0,1,1,60,0,6.24891290211418,1,4,0,1,0,1,4.066666667,0,0,2020
"KSSTID0068",2,3,1,0,1,1,60,0,0,1,3,0,1,1,1,2.866666667,0,0,2020
"KSSTID0068",3,,1,0,1,1,60,0,0,1,3,0,1,1,1,2.6,0,0,2021
"KSSTID0068",4,4,1,0,1,1,60,0,0,1,3,0,1,1,1,2.4,1,0,2021
"KSSTID0068",5,4,1,1,1,1,60,0,0,1,3,0,1,1,1,1.6,1,0,2021
"KSSTID0068",6,4,1,1,1,1,60,0,0,1,2,1,1,1,1,2.033333333,0,0,2022
"KSSTID0069",1,2,1,0,1,0,23,8.48311093375904,8.49682924661086,1,2,1,0,0,0,9.1,0,0,2020
"KSSTID0069",2,3,1,0,1,0,23,8.640914118406,8.48311093375904,1,3,0,0,0,0,6.533333333,0,0,2020
"KSSTID0069",3,,1,1,1,0,23,8.28913508342753,8.640914118406,1,3,0,0,0,0,5.7,0,0,2021
"KSSTID0069",4,2,1,1,1,0,23,8.090708716084,8.28913508342753,5,5,0,0,0,0,5.066666667,0,0,2021
"KSSTID0069",5,2,1,1,1,0,23,7.22367489284516,8.090708716084,2,2,0,0,0,0,3.066666667,0,0,2021
"KSSTID0069",6,1,1,1,1,0,23,8.68179195655562,7.22367489284516,2,3,0,0,0,0,3.366666667,0,0,2022
"KSSTID0070",1,4,0,0,1,0,42,7.77870625158761,7.1321860015359,5,3,0,1,0,0,5.3,1,1,2020
"KSSTID0070",2,3,0,0,1,0,42,0,7.77870625158761,4,4,0,1,1,0,3.566666667,1,1,2020
"KSSTID0070",3,,0,0,1,0,42,0,0,1,2,0,1,1,0,3.333333333,1,1,2021
"KSSTID0070",4,,0,0,1,0,42,0,0,3,4,,1,1,0,3.033333333,1,1,2021
"KSSTID0070",5,,0,0,1,0,42,8.49074654140125,0,2,3,,0,1,0,1.933333333,1,1,2021
"KSSTID0070",6,,0,0,1,0,42,9.220488703028,8.49074654140125,1,4,,0,0,0,2.333333333,1,0,2022
"KSSTID0071",1,2,1,0,0,0,47,0,8.70004960514872,2,3,0,1,0,0,7.183333333,0,0,2020
"KSSTID0071",2,3,1,0,0,0,47,0,0,0,1,0,1,1,0,5.2,0,0,2020
"KSSTID0071",3,,1,1,0,0,47,0,0,4,4,,1,1,0,4.416666667,0,0,2021
"KSSTID0071",4,,1,1,0,0,47,8.96391667881497,0,2,2,,0,1,0,4.216666667,0,0,2021
"KSSTID0071",5,,1,1,0,0,47,8.96201105524173,8.96391667881497,1,2,,0,0,0,2.75,0,0,2021
"KSSTID0071",6,,1,1,0,0,47,8.74349016546255,8.96201105524173,4,3,,0,0,0,3.133333333,1,0,2022
"KSSTID0072",1,2,0,0,0,1,49,8.72922402456683,8.77291234906234,2,3,0,0,0,1,6.1,1,0,2020
"KSSTID0072",2,3,0,0,0,1,49,9.00589835177811,8.72922402456683,2,3,0,0,0,1,4.366666667,1,0,2020
"KSSTID0072",3,2,0,0,0,1,49,8.82179137624433,9.00589835177811,1,3,0,0,0,1,4.066666667,1,0,2021
"KSSTID0072",4,2,0,0,0,1,49,8.73754886019479,8.82179137624433,1,3,0,0,0,1,3.533333333,1,0,2021
"KSSTID0072",5,2,0,0,0,1,49,8.93244227990843,8.73754886019479,1,3,0,0,0,1,2.4,1,0,2021
"KSSTID0072",6,2,0,0,0,1,49,8.71837248479327,8.93244227990843,1,3,0,0,0,1,3.066666667,1,0,2022
"KSSTID0073",1,3,0,0,1,1,40,8.88870985019732,6.98696379265875,4,5,0,0,0,1,9.1,0,1,2020
"KSSTID0073",2,3,0,0,1,1,40,8.89566387312543,8.88870985019732,3,5,0,0,0,1,6.533333333,0,1,2020
"KSSTID0073",3,2,0,0,1,1,40,8.49264431849483,8.89566387312543,2,6,1,0,0,1,5.7,0,1,2021
"KSSTID0073",4,3,0,0,1,1,40,8.60217751532123,8.49264431849483,0,1,1,0,0,1,4.633333333,0,1,2021
"KSSTID0073",5,1,0,0,1,1,40,8.38884377768856,8.60217751532123,1,3,1,0,0,1,3.066666667,0,1,2021
"KSSTID0073",6,2,0,0,1,1,40,8.72834998777251,8.38884377768856,2,4,0,0,0,1,3.366666667,1,1,2022
"KSSTID0074",1,2,1,0,1,0,41,7.95816073331088,6.79200767043782,1,2,0,0,0,1,5.783333333,0,0,2020
"KSSTID0074",2,,1,0,1,0,41,7.85384167824696,7.95816073331088,1,2,1,0,0,1,4.033333333,0,0,2020
"KSSTID0074",3,2,1,0,1,0,41,8.42956999093714,7.85384167824696,1,2,0,0,0,1,3.75,0,1,2021
"KSSTID0074",4,2,1,0,1,0,41,8.62948562571486,8.42956999093714,1,2,0,0,0,1,3.533333333,0,1,2021
"KSSTID0074",5,,1,0,1,0,41,8.57480905616512,8.62948562571486,3,6,,0,0,1,2.266666667,0,1,2021
"KSSTID0074",6,,1,0,1,0,41,7.6867314711465,8.57480905616512,0,2,,0,0,1,2.8,1,0,2022
"KSSTID0075",1,4,1,0,1,0,40,9.2617936535651,9.13033349699398,2,4,0,0,0,0,9.1,0,1,2020
"KSSTID0075",2,4,1,0,1,0,40,8.72465604061652,9.2617936535651,0,4,0,0,0,0,6.533333333,0,1,2020
"KSSTID0075",3,,1,1,1,0,40,8.65242663473034,8.72465604061652,0,4,0,0,0,0,5.7,0,1,2021
"KSSTID0075",4,,1,1,1,0,40,8.80324393397267,8.65242663473034,1,3,,0,0,0,4.633333333,0,1,2021
"KSSTID0075",5,,1,1,1,0,40,8.9911490005004,8.80324393397267,4,4,,0,0,0,3.066666667,0,1,2021
"KSSTID0075",6,,1,1,1,0,40,8.98005261146413,8.9911490005004,3,4,,0,0,0,3.366666667,1,1,2022
"KSSTID0076",1,2,1,0,1,1,47,8.12290829121568,7.55662136422495,1,3,0,1,0,0,9.1,0,1,2020
"KSSTID0076",2,2,1,0,1,1,47,7.44366368311559,8.12290829121568,1,3,0,1,1,0,6.533333333,0,1,2020
"KSSTID0076",3,1,1,0,1,1,47,7.87473912517181,7.44366368311559,2,3,0,0,1,0,5.7,0,1,2021
"KSSTID0076",4,2,1,0,1,1,47,8.50689029842034,7.87473912517181,1,3,0,0,0,0,4.633333333,0,1,2021
"KSSTID0076",5,2,1,0,1,1,47,7.09070164054493,8.50689029842034,1,3,0,0,0,0,3.066666667,0,1,2021
"KSSTID0076",6,2,1,1,1,1,47,7.11081856446216,7.09070164054493,1,3,1,0,0,0,3.366666667,0,1,2022
"KSSTID0077",1,3,1,0,1,1,37,8.22494419977944,7.17117283469744,1,3,0,1,0,0,9.1,0,1,2020
"KSSTID0077",2,2,1,0,1,1,37,7.56894676174007,8.22494419977944,1,3,0,1,1,0,6.533333333,0,1,2020
"KSSTID0077",3,4,1,1,1,1,37,7.57379700852183,7.56894676174007,1,4,0,1,1,0,5.7,0,1,2021
"KSSTID0077",4,3,1,1,1,1,37,8.31776616671934,7.57379700852183,1,3,0,1,1,0,4.633333333,0,1,2021
"KSSTID0077",5,3,1,1,1,1,37,0,8.31776616671934,1,3,0,1,1,0,3.066666667,0,1,2021
"KSSTID0077",6,,1,1,1,1,37,0,0,1,2,,1,1,0,3.366666667,0,1,2022
