"stid","seq","income_ratio","treatment","expunge","white","female","age_enroll","unemploy_lag","local_unemploy","ps_employed","married","dependent","year","pe_income_avg"
73,5,5.75165125495376,0,0,1,1,40,0,4.633333333,1,0,1,2021,946.25
73,6,4.64647820343461,0,0,1,1,40,0,3.066666667,1,0,1,2021,946.25
73,7,6.52526287978864,0,0,1,1,40,0,3.366666667,1,0,1,2022,946.25
73,-7,0,0,0,1,1,40,0,3.666666667,1,0,1,2018,946.25
73,-6,0,0,0,1,1,40,1,3.133333333,1,0,1,2018,946.25
73,-5,0,0,0,1,1,40,1,3.733333333,1,0,1,2019,946.25
73,-4,0.0697490092470277,0,0,1,1,40,1,3.233333333,1,0,1,2019,946.25
74,-7,0.0732186669064471,1,0,1,0,41,0,4.066666667,1,0,0,2018,778.49
74,-6,0,1,0,1,0,41,0,3.25,1,0,0,2018,778.49
74,-5,0,1,0,1,0,41,1,3.95,1,0,0,2019,778.49
74,-4,0.81632390910609,1,0,1,0,41,1,3.7,1,0,0,2019,778.49
74,-3,2.22479415278295,1,0,1,0,41,0,3.983333333,1,0,0,2019,778.49
74,-2,2.40699302495857,1,0,1,0,41,0,3.133333333,1,0,0,2019,778.49
74,-1,2.47867024624594,1,0,1,0,41,0,3.65,1,0,0,2020,778.49
74,0,2.04214569230176,1,0,1,0,41,0,8.466666667,1,0,0,2020,778.49
74,1,3.67096558722655,1,0,1,0,41,0,5.783333333,1,0,0,2020,778.49
74,2,3.30718442112294,1,0,1,0,41,0,4.033333333,1,0,0,2020,778.49
74,3,5.88258037996634,1,0,1,0,41,0,3.75,1,0,1,2021,778.49
74,4,7.4414057984046,1,0,1,0,41,0,3.45,1,0,1,2021,778.49
74,5,7.18467803054631,1,0,1,0,41,0,3.533333333,1,0,1,2021,778.49
74,6,6.80232244473275,1,0,1,0,41,0,2.266666667,1,0,1,2021,778.49
74,7,2.79803208775964,1,0,1,0,41,0,2.8,1,0,0,2022,778.49
75,1,1.30343715461415,1,0,1,0,40,0,9.1,0,0,1,2020,8076.33875
75,-3,1.29231330223735,1,0,1,0,40,0,3.5,0,0,1,2019,8076.33875
75,-2,1.36917486280525,1,0,1,0,40,0,2.966666667,0,0,1,2019,8076.33875
75,-4,1.14065175881831,1,0,1,0,40,0,3.233333333,0,0,1,2019,8076.33875
75,0,1.73238647276899,1,0,1,0,40,0,14.46666667,0,0,1,2020,8076.33875
75,-1,1.0533646821092,1,0,1,0,40,0,3.7,0,0,1,2020,8076.33875
75,-6,1.17172648311712,1,0,1,0,40,0,3.133333333,0,0,1,2018,8076.33875
75,3,0.708615645920003,1,1,1,0,40,0,5.7,0,0,1,2021,8076.33875
75,4,0.868091373705691,1,1,1,0,40,0,5.066666667,0,0,1,2021,8076.33875
75,-5,1.06043224103249,1,0,1,0,40,0,3.733333333,0,0,1,2019,8076.33875
75,5,0.823987230600004,1,1,1,0,40,0,4.633333333,0,0,1,2021,8076.33875
75,6,0.994346602908403,1,1,1,0,40,0,3.066666667,0,0,1,2021,8076.33875
75,7,0.983372570894206,1,1,1,0,40,0,3.366666667,0,0,1,2022,8076.33875
75,2,0.76170158167276,1,0,1,0,40,0,6.533333333,0,0,1,2020,8076.33875
75,-7,0.912336669880272,1,0,1,0,40,0,3.666666667,0,0,1,2018,8076.33875
76,-2,1.13864094424918,1,0,1,1,47,0,3.7,0,0,1,2020,1912.36755625
76,-7,0.996147416208813,1,0,1,1,47,0,3.133333333,0,0,1,2018,1912.36755625
76,-3,1.00987385698334,1,0,1,1,47,0,2.966666667,0,0,1,2019,1912.36755625
76,5,0.62736370739975,1,0,1,1,47,0,3.066666667,0,0,1,2021,1912.36755625
76,4,2.58723799398801,1,0,1,1,47,0,4.633333333,0,0,1,2021,1912.36755625
76,-4,1.0039910966514,1,0,1,1,47,0,3.5,0,0,1,2019,1912.36755625
76,0,1.762114081567,1,0,1,1,47,0,9.1,0,0,1,2020,1912.36755625
76,-8,1.03994129867994,1,0,1,1,47,,3.666666667,0,0,1,2018,1912.36755625
76,6,0.640122760919695,1,1,1,1,47,0,3.366666667,0,0,1,2022,1912.36755625
76,2,1.37473572557111,1,0,1,1,47,1,5.7,0,0,1,2021,1912.36755625
76,-5,1.04098712273895,1,0,1,1,47,0,3.233333333,0,0,1,2019,1912.36755625
76,-1,0.8591133250669,1,0,1,1,47,0,14.46666667,0,0,1,2020,1912.36755625
76,7,0.671183735472348,1,1,1,1,47,0,2.966666667,0,0,1,2022,1912.36755625
76,-6,0.911304939421475,1,0,1,1,47,0,3.733333333,0,0,1,2019,1912.36755625
76,1,0.893133746396143,1,0,1,1,47,1,6.533333333,0,0,1,2020,1912.36755625
76,3,3.17551402718219,1,0,1,1,47,0,5.066666667,0,0,1,2021,1912.36755625
77,-8,0,1,0,1,1,37,,3.666666667,0,0,1,2018,1300.3735875
77,-7,0,1,0,1,1,37,1,3.133333333,0,0,1,2018,1300.3735875
77,-6,1.84197066368052,1,0,1,1,37,1,3.733333333,0,0,1,2019,1300.3735875
77,-5,2.82221204373701,1,0,1,1,37,0,3.233333333,0,0,1,2019,1300.3735875
77,-4,1.28424632432793,1,0,1,1,37,0,3.5,0,0,1,2019,1300.3735875
77,-3,1.93728942529756,1,0,1,1,37,0,2.966666667,0,0,1,2019,1300.3735875
77,-2,0,1,0,1,1,37,0,3.7,0,0,1,2020,1300.3735875
77,-1,0.114281542956977,1,0,1,1,37,1,14.46666667,0,0,1,2020,1300.3735875
77,0,2.8698776535247,1,0,1,1,37,1,9.1,0,0,1,2020,1300.3735875
77,1,1.48887904107788,1,0,1,1,37,1,6.533333333,0,0,1,2020,1300.3735875
77,2,1.49612175201152,1,1,1,1,37,1,5.7,0,0,1,2021,1300.3735875
77,3,1.73093502639294,1,1,1,1,37,1,5.066666667,0,0,1,2021,1300.3735875
77,4,3.14909502881609,1,1,1,1,37,1,4.633333333,0,0,1,2021,1300.3735875
77,5,0,1,1,1,1,37,1,3.066666667,0,0,1,2021,1300.3735875
77,6,0,1,1,1,1,37,1,3.366666667,0,0,1,2022,1300.3735875
77,7,0,1,1,1,1,37,1,2.966666667,0,0,1,2022,1300.3735875
78,-8,4.60850366073075,0,0,1,0,38,,3.533333333,1,1,1,2018,1003.215
78,-7,3.01199643147282,0,0,1,0,38,0,2.766666667,1,1,1,2018,1003.215
78,-6,0.379499907796434,0,0,1,0,38,0,3.1,1,1,1,2019,1003.215
78,-5,0,0,0,1,0,38,0,2.7,1,1,1,2019,1003.215
78,-4,0,0,0,1,0,38,1,3,1,1,1,2019,1003.215
78,-3,0,0,0,1,0,38,1,2.7,1,1,1,2019,1003.215
78,-2,0,0,0,1,0,38,1,2.433333333,1,1,1,2020,1003.215
78,-1,0,0,0,1,0,38,1,5.6,1,1,1,2020,1003.215
78,0,0,0,0,1,0,38,1,5.633333333,1,1,1,2020,1003.215
78,1,0,0,0,1,0,38,1,3.733333333,1,1,1,2020,1003.215
78,2,0,0,0,1,0,38,1,3.833333333,1,1,1,2021,1003.215
78,3,0,0,0,1,0,38,1,2.766666667,1,1,1,2021,1003.215
78,4,3.54593980353165,0,0,1,0,38,1,3.033333333,1,1,1,2021,1003.215
78,5,7.34757753821464,0,0,1,0,38,0,2.066666667,1,1,1,2021,1003.215
78,6,5.93595590177579,0,0,1,0,38,0,2.066666667,1,1,1,2022,1003.215
78,7,7.96328802898681,0,0,1,0,38,0,2.133333333,1,1,1,2022,1003.215
79,-8,0,1,0,1,0,42,,3.666666667,1,0,0,2018,199.00125
79,-7,0,1,0,1,0,42,1,3.133333333,1,0,0,2018,199.00125
79,-6,0,1,0,1,0,42,1,3.733333333,1,0,0,2019,199.00125
79,-5,0,1,0,1,0,42,1,3.233333333,1,0,0,2019,199.00125
79,-4,0,1,0,1,0,42,1,3.5,1,0,0,2019,199.00125
79,-3,0,1,0,1,0,42,1,2.966666667,1,0,0,2019,199.00125
79,-2,0,1,0,1,0,42,1,3.7,1,0,0,2020,199.00125
79,-1,8,1,0,1,0,42,1,14.46666667,1,0,0,2020,199.00125
79,0,10.7166663525983,1,0,1,0,42,0,9.1,1,0,0,2020,199.00125
79,1,10.7244552483967,1,0,1,0,42,0,6.533333333,1,0,0,2020,199.00125
79,2,0,1,0,1,0,42,0,5.7,1,0,0,2021,199.00125
79,3,0,1,0,1,0,42,1,5.066666667,1,0,0,2021,199.00125
79,4,0,1,0,1,0,42,1,4.633333333,1,0,0,2021,199.00125
79,5,0,1,0,1,0,42,1,3.066666667,1,0,0,2021,199.00125
79,6,0,1,0,1,0,42,1,3.366666667,1,0,0,2022,199.00125
79,7,0,1,0,1,0,42,1,2.966666667,1,0,0,2022,199.00125
80,-8,1.66412848252435,1,0,1,0,30,,3.666666667,0,0,1,2018,6490.5325
80,-7,1.60269592672096,1,0,1,0,30,0,3.133333333,0,0,1,2018,6490.5325
80,-6,1.54070409477188,1,0,1,0,30,0,3.733333333,0,0,1,2019,6490.5325
80,-5,1.47123829978511,1,0,1,0,30,0,3.233333333,0,0,1,2019,6490.5325
80,-4,0.57518239065901,1,0,1,0,30,0,3.5,0,0,1,2019,6490.5325
80,-3,0.492599027891779,1,0,1,0,30,0,2.966666667,0,0,1,2019,6490.5325
80,-2,0.0608732796577168,1,0,1,0,30,0,3.7,0,1,1,2020,6490.5325
80,-1,0.592578497989187,1,0,1,0,30,0,14.46666667,0,1,1,2020,6490.5325
80,0,0.493025803352807,1,0,1,0,30,0,9.1,0,1,1,2020,6490.5325
80,1,1.13357417130259,1,0,1,0,30,0,6.533333333,0,1,1,2020,6490.5325
80,2,1.74012686940555,1,1,1,0,30,0,5.7,0,1,1,2021,6490.5325
80,3,0.63904926136646,1,1,1,0,30,0,5.066666667,0,1,1,2021,6490.5325
80,4,0.4359919621387,1,1,1,0,30,0,4.633333333,0,1,1,2021,6490.5325
80,5,0.198429019498785,1,1,1,0,30,0,3.066666667,0,1,1,2021,6490.5325
80,6,0.725227090381259,1,1,1,0,30,0,3.366666667,0,1,1,2022,6490.5325
80,7,1.14926163608302,1,1,1,0,30,0,2.966666667,0,1,1,2022,6490.5325
81,-3,0,1,0,0,1,32,1,3.133333333,1,0,1,2019,65.9875
81,-2,0,1,0,0,1,32,1,3.7,1,0,1,2020,65.9875
81,-1,0,1,0,0,1,32,1,9.933333333,1,0,1,2020,65.9875
81,0,0,1,0,0,1,32,1,6.1,1,0,1,2020,65.9875
81,1,0,1,0,0,1,32,1,4.366666667,1,0,1,2020,65.9875
81,2,0,1,1,0,1,32,1,4.066666667,1,0,1,2021,65.9875
81,3,0,1,1,0,1,32,1,3.533333333,1,0,1,2021,65.9875
81,4,0,1,1,0,1,32,1,3.533333333,1,0,1,2021,65.9875
81,5,0,1,1,0,1,32,1,2.4,1,0,1,2021,65.9875
81,6,0,1,1,0,1,32,1,3.066666667,1,0,1,2022,65.9875
81,7,0,1,1,0,1,32,1,2.7,1,0,1,2022,65.9875
81,-8,8,1,0,0,1,32,,3.666666667,1,0,1,2018,65.9875
81,-7,0,1,0,0,1,32,0,3.3,1,0,1,2018,65.9875
81,-6,0,1,0,0,1,32,1,4,1,0,1,2019,65.9875
81,-5,0,1,0,0,1,32,1,3.266666667,1,0,1,2019,65.9875
81,-4,0,1,0,0,1,32,1,3.6,1,0,1,2019,65.9875
83,-6,1.10695596796578,1,0,0,1,29,0,3.733333333,1,0,1,2019,6657.88
83,-8,0.715909568811694,1,0,0,1,29,,3.666666667,1,0,1,2018,6657.88
83,4,1.1064663226132,1,1,0,1,29,0,4.633333333,1,0,1,2021,6657.88
83,-2,0.963136914453249,1,0,0,1,29,0,3.7,1,0,1,2020,6657.88
83,5,1.42760608481979,1,1,0,1,29,0,3.066666667,1,0,1,2021,6657.88
83,-4,1.31330844052461,1,0,0,1,29,0,3.5,1,0,1,2019,6657.88
83,7,1.38222977884852,1,1,0,1,29,0,2.966666667,1,0,1,2022,6657.88
83,-7,0.901354485211509,1,0,0,1,29,0,3.133333333,1,0,1,2018,6657.88
83,2,1.10873881776181,1,1,0,1,29,0,5.7,1,0,1,2021,6657.88
83,3,1.52134463222527,1,1,0,1,29,0,5.066666667,1,0,1,2021,6657.88
83,1,1.01746201493569,1,0,0,1,29,0,6.533333333,1,0,1,2020,6657.88
83,-3,1.11436823733681,1,0,0,1,29,0,2.966666667,1,0,1,2019,6657.88
83,-5,0.910665256808474,1,0,0,1,29,0,3.233333333,1,0,1,2019,6657.88
83,6,1.88708718090443,1,1,0,1,29,0,3.366666667,1,0,1,2022,6657.88
83,0,0.93284498969642,1,0,0,1,29,0,9.1,1,0,1,2020,6657.88
83,-1,0.974301128887874,1,0,0,1,29,0,14.46666667,1,0,1,2020,6657.88
84,-8,0,0,0,0,1,37,,3.666666667,1,0,1,2018,38.905
84,-7,0,0,0,0,1,37,1,3.133333333,1,0,1,2018,38.905
84,-6,0,0,0,0,1,37,1,3.733333333,1,0,1,2019,38.905
84,-5,0,0,0,0,1,37,1,3.233333333,1,0,1,2019,38.905
84,-4,0,0,0,0,1,37,1,3.5,1,0,1,2019,38.905
84,-3,0,0,0,0,1,37,1,2.966666667,1,0,1,2019,38.905
84,-2,0,0,0,0,1,37,1,3.7,1,0,1,2020,38.905
84,-1,8,0,0,0,1,37,1,14.46666667,1,0,1,2020,38.905
84,0,13.3419868911451,0,0,0,1,37,0,9.1,1,0,1,2020,38.905
84,1,0,0,0,0,1,37,0,6.533333333,1,0,1,2020,38.905
84,2,0,0,0,0,1,37,1,5.7,1,0,1,2021,38.905
84,3,0,0,0,0,1,37,1,5.066666667,1,0,1,2021,38.905
84,4,0,0,0,0,1,37,1,4.633333333,1,0,1,2021,38.905
84,5,0,0,0,0,1,37,1,3.066666667,1,0,1,2021,38.905
84,6,0,0,0,0,1,37,1,3.366666667,1,0,1,2022,38.905
84,7,0,0,0,0,1,37,1,2.966666667,1,0,1,2022,38.905
86,-8,3.93765976806983,0,0,0,1,32,,3.666666667,1,0,1,2018,1354.5025
86,-7,3.27713680853302,0,0,0,1,32,0,3.133333333,1,0,1,2018,1354.5025
86,-6,0,0,0,0,1,32,0,3.733333333,1,0,1,2019,1354.5025
86,-5,0,0,0,0,1,32,1,3.233333333,1,0,1,2019,1354.5025
86,-4,0.785203423397151,0,0,0,1,32,1,3.5,1,0,1,2019,1354.5025
86,-3,0,0,0,0,1,32,0,2.966666667,1,0,1,2019,1354.5025
86,-2,0,0,0,0,1,32,1,3.7,1,0,1,2020,1354.5025
86,-1,0,0,0,0,1,32,1,14.46666667,1,0,1,2020,1354.5025
86,0,0,0,0,0,1,32,1,9.1,1,0,1,2020,1354.5025
86,1,0.080428053842647,0,0,0,1,32,1,6.533333333,1,0,1,2020,1354.5025
86,2,0,0,0,0,1,32,0,5.7,1,0,1,2021,1354.5025
86,3,0.044961157325291,0,0,0,1,32,1,5.066666667,1,0,1,2021,1354.5025
86,4,2.23122511770927,0,0,0,1,32,0,4.633333333,1,0,1,2021,1354.5025
86,5,1.22673823045731,0,0,0,1,32,0,3.066666667,1,0,1,2021,1354.5025
86,6,0,0,0,0,1,32,0,3.366666667,1,0,1,2022,1354.5025
86,7,0,0,0,0,1,32,1,2.966666667,1,0,1,2022,1354.5025
87,-8,0.379484573139648,0,0,0,1,32,,3.666666667,1,0,1,2018,8947.58375
87,-7,2.05857698733471,0,0,0,1,32,0,3.133333333,1,0,1,2018,8947.58375
87,-6,0.982169068828219,0,0,0,1,32,0,3.733333333,1,0,1,2019,8947.58375
87,-5,1.21001270315017,0,0,0,1,32,0,3.233333333,1,0,1,2019,8947.58375
87,-4,1.08201166599866,0,0,0,1,32,0,3.5,1,0,1,2019,8947.58375
87,-3,0.833200359817811,0,0,0,1,32,0,2.966666667,1,0,1,2019,8947.58375
87,-2,0.57646959716918,0,0,0,1,32,0,3.7,1,0,1,2020,8947.58375
87,-1,0.878075044561611,0,0,0,1,32,0,14.46666667,1,0,1,2020,8947.58375
87,0,0.685818671437414,0,0,0,1,32,0,9.1,1,0,1,2020,8947.58375
87,1,0,0,0,0,1,32,0,6.533333333,1,0,1,2020,8947.58375
87,2,0,0,0,0,1,32,1,5.7,1,0,1,2021,8947.58375
87,3,0,0,0,0,1,32,1,5.066666667,1,0,1,2021,8947.58375
87,4,0.152288040891486,0,0,0,1,32,1,4.633333333,1,0,1,2021,8947.58375
87,5,0.873706267348433,0,0,0,1,32,0,3.066666667,1,0,1,2021,8947.58375
87,6,1.49358534922906,0,0,0,1,32,0,3.366666667,1,0,1,2022,8947.58375
87,7,1.75870608643367,0,0,0,1,32,0,2.966666667,1,0,1,2022,8947.58375
89,-8,8,1,0,1,1,49,,2.958333333,1,0,0,2018,92.96875
89,-7,0,1,0,1,1,49,0,2.658333333,1,0,0,2018,92.96875
89,-6,0,1,0,1,1,49,1,3.225,1,0,0,2019,92.96875
89,-5,0,1,0,1,1,49,1,2.816666667,1,0,0,2019,92.96875
89,-4,0,1,0,1,1,49,1,2.883333333,1,0,0,2019,92.96875
89,-3,0,1,0,1,1,49,1,2.375,1,0,0,2019,92.96875
89,-2,0,1,0,1,1,49,1,3.308333333,1,0,0,2020,92.96875
89,-1,0,1,0,1,1,49,1,5.508333333,1,0,0,2020,92.96875
89,0,0,1,0,1,1,49,1,4.4,1,0,0,2020,92.96875
89,1,0,1,0,1,1,49,1,3.141666667,1,0,0,2020,92.96875
89,2,0,1,1,1,1,49,1,2.975,1,0,0,2021,92.96875
89,3,0,1,1,1,1,49,1,2.641666667,1,0,0,2021,92.96875
89,4,0,1,1,1,1,49,1,2.791666667,1,0,0,2021,92.96875
89,5,0,1,1,1,1,49,1,1.825,1,0,0,2021,92.96875
89,6,0,1,1,1,1,49,1,2.325,1,0,0,2022,92.96875
89,7,0,1,1,1,1,49,1,2.241666667,1,0,0,2022,92.96875
91,-8,0.239297439915232,0,0,1,1,41,,3.4,1,0,1,2018,4730.55625
91,-7,0.932700039239571,0,0,1,1,41,0,2.883333333,1,0,1,2018,4730.55625
91,-6,1.02735275582021,0,0,1,1,41,0,3.416666667,1,0,1,2019,4730.55625
91,-5,1.28103116837476,0,0,1,1,41,0,2.95,1,0,1,2019,4730.55625
91,-4,1.03841276594058,0,0,1,1,41,0,3.25,1,0,1,2019,4730.55625
91,-3,1.33209915852919,0,0,1,1,41,0,2.716666667,1,0,1,2019,4730.55625
91,-2,1.35079252043563,0,0,1,1,41,0,3.366666667,1,0,1,2020,4730.55625
91,-1,0.79831415174484,0,0,1,1,41,0,11.5,1,0,1,2020,4730.55625
91,0,1.05685245789013,0,0,1,1,41,0,7.25,1,0,1,2020,4730.55625
91,1,1.18596623811418,0,0,1,1,41,0,5.183333333,1,0,1,2020,4730.55625
91,2,0.943102621388341,0,0,1,1,41,0,4.55,1,0,0,2021,4730.55625
91,3,1.55522936652534,0,0,1,1,41,0,4.15,1,0,0,2021,4730.55625
91,4,0.794373811747826,0,0,1,1,41,0,3.983333333,1,0,0,2021,4730.55625
91,5,0,0,0,1,1,41,0,2.55,1,0,0,2021,4730.55625
91,6,0.07724884362172,0,0,1,1,41,1,2.916666667,1,0,0,2022,4730.55625
91,7,0,0,0,1,1,41,0,2.716666667,1,0,0,2022,4730.55625
92,-8,1.23612242806262,1,0,1,0,38,,3.666666667,0,0,0,2018,7805.4
92,-7,1.14729033745868,1,0,1,0,38,0,3.133333333,0,0,0,2018,7805.4
92,-6,1.06451431060548,1,0,1,0,38,0,3.733333333,0,0,0,2019,7805.4
92,-5,0.941120250083276,1,0,1,0,38,0,3.233333333,0,0,0,2019,7805.4
92,-4,1.07700822507495,1,0,1,0,38,0,3.5,0,0,0,2019,7805.4
92,-3,0.87806518564071,1,0,1,0,38,0,2.966666667,0,0,0,2019,7805.4
92,-2,0.942054218874113,1,0,1,0,38,0,3.7,0,0,0,2020,7805.4
92,-1,0.713825044200169,1,0,1,0,38,0,14.46666667,0,0,0,2020,7805.4
92,0,0.863504753119635,1,0,1,0,38,0,9.1,0,0,0,2020,7805.4
92,1,0.632895175135163,1,0,1,0,38,1,6.533333333,0,0,0,2020,7805.4
92,2,0.632895175135163,1,0,1,0,38,1,5.7,0,0,0,2021,7805.4
92,3,2.17797934763113,1,0,1,0,38,1,5.066666667,0,0,0,2021,7805.4
92,4,0.784072565147206,1,1,1,0,38,1,4.633333333,0,0,0,2021,7805.4
92,5,0,1,1,1,0,38,1,3.066666667,0,0,0,2021,7805.4
92,6,0,1,1,1,0,38,1,3.366666667,0,0,0,2022,7805.4
92,7,1.41655008071335,1,1,1,0,38,1,2.966666667,0,0,0,2022,7805.4
93,2,0.249413520461619,1,1,1,0,50,1,4.788888889,0,0,1,2021,25435.67
93,3,0.379152583753445,1,1,1,0,50,1,4.355555556,0,0,0,2021,25435.67
93,3,0.379152583753445,1,1,1,0,50,1,4.355555556,0,0,1,2021,25435.67
93,4,0.259635389199498,1,1,1,0,50,1,4.088888889,0,0,0,2021,25435.67
93,4,0.259635389199498,1,1,1,0,50,1,4.088888889,0,0,1,2021,25435.67
93,5,0,1,1,1,0,50,1,2.722222222,0,0,0,2021,25435.67
93,5,0,1,1,1,0,50,1,2.722222222,0,0,1,2021,25435.67
93,6,0,1,1,1,0,50,1,3.1,0,0,0,2022,25435.67
93,6,0,1,1,1,0,50,1,3.1,0,0,1,2022,25435.67
93,7,0,1,1,1,0,50,1,2.833333333,0,0,0,2022,25435.67
93,7,0,1,1,1,0,50,1,2.833333333,0,0,1,2022,25435.67
93,-8,0.532521848254833,1,0,1,0,50,,3.622222222,0,0,0,2018,25435.67
93,-8,0.532521848254833,1,0,1,0,50,0,3.622222222,0,0,0,2018,25435.67
93,-7,0.55251503105678,1,0,1,0,50,0,3.022222222,0,0,0,2018,25435.67
93,-7,0.55251503105678,1,0,1,0,50,0,3.022222222,0,0,0,2018,25435.67
93,-6,0.569311521968952,1,0,1,0,50,0,3.588888889,0,0,1,2019,25435.67
93,-6,0.569311521968952,1,0,1,0,50,0,3.588888889,0,0,1,2019,25435.67
93,-5,0.552314525231692,1,0,1,0,50,0,3.244444444,0,0,1,2019,25435.67
93,-5,0.552314525231692,1,0,1,0,50,0,3.244444444,0,0,1,2019,25435.67
93,-4,0.506182066365855,1,0,1,0,50,0,3.544444444,0,0,1,2019,25435.67
93,-4,0.506182066365855,1,0,1,0,50,0,3.544444444,0,0,1,2019,25435.67
93,-3,0.576613079191545,1,0,1,0,50,0,2.944444444,0,0,1,2019,25435.67
93,-3,0.576613079191545,1,0,1,0,50,0,2.944444444,0,0,1,2019,25435.67
93,-2,0.433291908567771,1,0,1,0,50,0,3.544444444,0,0,1,2020,25435.67
93,-2,0.433291908567771,1,0,1,0,50,0,3.544444444,0,0,1,2020,25435.67
93,-1,0.277250019362572,1,0,1,0,50,0,12.28888889,0,0,1,2020,25435.67
93,-1,0.277250019362572,1,0,1,0,50,0,12.28888889,0,0,1,2020,25435.67
93,0,0.320180282257161,1,0,1,0,50,0,7.611111111,0,0,1,2020,25435.67
93,0,0.320180282257161,1,0,1,0,50,1,7.611111111,0,0,1,2020,25435.67
93,1,0.249413520461619,1,0,1,0,50,1,5.444444444,0,0,1,2020,25435.67
93,1,0.249413520461619,1,0,1,0,50,1,5.444444444,0,0,1,2020,25435.67
93,2,0.249413520461619,1,1,1,0,50,1,4.788888889,0,0,0,2021,25435.67
94,-8,0.709715528475785,1,0,0,0,37,,3,0,0,1,2018,3950.87875
94,-7,1.56524418776456,1,0,0,0,37,0,2.6,0,0,1,2018,3950.87875
94,-6,0.921374770106524,1,0,0,0,37,0,3.1,0,0,0,2019,3950.87875
94,-5,1.21588140359914,1,0,0,0,37,0,2.666666667,0,0,0,2019,3950.87875
94,-4,0,1,0,0,0,37,0,3,0,0,0,2019,3950.87875
94,-3,0.78076301379788,1,0,0,0,37,1,2.4,0,0,0,2019,3950.87875
94,-2,1.46580048805598,1,0,0,0,37,0,2.766666667,0,0,0,2020,3950.87875
94,-1,1.34122060820014,1,0,0,0,37,0,8.7,0,0,0,2020,3950.87875
94,0,0.83930695164968,1,0,0,0,37,0,5.3,0,0,0,2020,3950.87875
94,1,1.69316003433413,1,0,0,0,37,0,3.566666667,0,0,0,2020,3950.87875
94,2,1.0706099244377,1,0,0,0,37,0,3.333333333,0,0,1,2021,3950.87875
94,3,1.70878440650703,1,0,0,0,37,0,3.033333333,0,0,1,2021,3950.87875
94,4,2.05921277639816,1,0,0,0,37,0,3.033333333,0,0,1,2021,3950.87875
94,5,3.22259952928194,1,0,0,0,37,0,1.933333333,0,0,1,2021,3950.87875
94,6,3.06754541632036,1,0,0,0,37,0,2.333333333,0,0,1,2022,3950.87875
94,7,2.90588517807589,1,0,0,0,37,0,2.2,0,0,1,2022,3950.87875
95,-8,0.912218220702864,1,0,1,1,24,,4.133333333,0,0,1,2018,5538.52125
95,-7,0.75707933773839,1,0,1,1,24,0,3.533333333,0,0,1,2018,5538.52125
95,-6,0.770386138718886,1,0,1,1,24,0,4.5,0,0,1,2019,5538.52125
95,-5,0.919738278516129,1,0,1,1,24,0,3.6,0,0,1,2019,5538.52125
95,-4,0.852037897299753,1,0,1,1,24,0,3.983333333,0,0,1,2019,5538.52125
95,-3,0.899537940745465,1,0,1,1,24,0,3.316666667,0,0,1,2019,5538.52125
95,-2,0.819615885738454,1,0,1,1,24,0,4.066666667,0,0,1,2020,5538.52125
95,-1,2.06938630054006,1,0,1,1,24,0,11.06666667,0,0,1,2020,5538.52125
95,0,1.42679058963618,1,0,1,1,24,0,6.966666667,0,0,1,2020,5538.52125
95,1,1.54459640287559,1,0,1,1,24,0,4.766666667,0,0,1,2020,5538.52125
95,2,1.09575638082096,1,1,1,1,24,0,4.833333333,0,0,1,2021,5538.52125
95,3,1.69697281562294,1,1,1,1,24,0,4.583333333,0,0,1,2021,5538.52125
95,4,1.68585071331089,1,1,1,1,24,0,4.283333333,0,0,1,2021,5538.52125
95,5,1.83723949781722,1,1,1,1,24,0,2.8,0,0,1,2021,5538.52125
95,6,1.81908302690001,1,1,1,1,24,0,3.566666667,0,0,1,2022,5538.52125
95,7,1.52928365129952,1,1,1,1,24,0,2.983333333,0,0,1,2022,5538.52125
96,-8,0.913718501277041,0,0,1,0,36,,3,0,0,0,2018,2947.2425
96,-7,1.13338485041526,0,0,1,0,36,0,2.466666667,0,0,0,2018,2947.2425
96,-6,0.474609741139387,0,0,1,0,36,0,3.1,0,0,0,2019,2947.2425
96,-5,0.274565123161735,0,0,1,0,36,0,2.666666667,0,0,0,2019,2947.2425
96,-4,1.24275148719523,0,0,1,0,36,0,2.966666667,0,0,0,2019,2947.2425
96,-3,1.10005878376143,0,0,1,0,36,0,2.366666667,0,0,0,2019,2947.2425
96,-2,1.15821483980365,0,0,1,0,36,0,2.933333333,0,0,0,2020,2947.2425
96,-1,1.70269667324626,0,0,1,0,36,0,9.633333333,0,0,0,2020,2947.2425
96,0,1.91747709935643,0,0,1,0,36,0,6.2,0,0,0,2020,2947.2425
96,1,1.8729337677507,0,0,1,0,36,0,4.033333333,0,0,0,2020,2947.2425
96,2,1.41338895594781,0,0,1,0,36,0,3.8,0,0,0,2021,2947.2425
96,3,1.73172380623583,0,0,1,0,36,0,3.4,0,0,0,2021,2947.2425
96,4,1.71449753455985,0,0,1,0,36,0,3.333333333,0,0,0,2021,2947.2425
96,5,1.41523814209384,0,0,1,0,36,0,2,0,0,0,2021,2947.2425
96,6,1.44487601546191,0,0,1,0,36,0,2.466666667,0,0,0,2022,2947.2425
96,7,1.4654851102344,0,0,1,0,36,0,2.4,0,0,0,2022,2947.2425
97,-3,0,0,0,1,1,42,1,2.266666667,0,0,1,2019,30.84125
97,-2,0,0,0,1,1,42,1,2.933333333,0,0,1,2020,30.84125
97,-1,0,0,0,1,1,42,1,6.2,0,0,1,2020,30.84125
97,0,0,0,0,1,1,42,1,4.3,0,0,1,2020,30.84125
