"stid","seq","m_rent","treatment","expunge","white","female","age_enroll","total_income","income","income_lag","ps_income","ps_employed","ps_m_rent","full_time","full_time_lag","unemploy_lag","local_unemploy","married","dependent","year"
"KSSTID0084",6,0,0,0,0,1,37,0,0,0,3.68637632389582,1,0,0,0,1,3.366666667,1,1,2022
"KSSTID0085",1,0,0,0,1,0,63,0,0,0,0,1,0,0,0,1,9.1,1,1,2020
"KSSTID0085",2,1,0,0,1,0,63,0,0,0,0,1,0,0,0,1,6.533333333,1,1,2020
"KSSTID0085",3,0,0,0,1,0,63,0,0,0,0,1,0,0,0,1,5.7,1,1,2021
"KSSTID0085",4,0,0,0,1,0,63,0,0,0,0,1,0,0,0,1,4.633333333,1,1,2021
"KSSTID0085",5,0,0,0,1,0,63,0,0,0,0,1,0,0,0,1,3.066666667,1,1,2021
"KSSTID0085",6,1,0,0,1,0,63,0,0,0,0,1,0,0,0,1,3.366666667,1,0,2022
"KSSTID0086",1,1,0,0,0,1,32,0,0,7.21192566893872,7.21192566893872,1,1,0,0,0,9.1,0,1,2020
"KSSTID0086",2,1,0,0,0,1,32,108.94,4.69993476243251,0,7.21192566893872,1,1,0,0,1,6.533333333,0,1,2020
"KSSTID0086",3,1,0,0,0,1,32,0,0,4.69993476243251,7.21192566893872,1,1,0,0,0,5.7,0,1,2021
"KSSTID0086",4,1,0,0,0,1,32,3022.2,8.01407115203528,0,7.21192566893872,1,1,0,0,1,4.633333333,0,1,2021
"KSSTID0086",5,1,0,0,0,1,32,1661.62,7.41614995037625,8.01407115203528,7.21192566893872,1,1,0,0,0,3.066666667,0,1,2021
"KSSTID0086",6,1,0,0,0,1,32,0,0,7.41614995037625,7.21192566893872,1,1,0,0,0,3.366666667,0,1,2022
"KSSTID0087",1,0,0,0,0,1,32,6136.42,8.72215973739461,9.09925013946332,9.09925013946332,1,0,1,1,0,9.1,0,1,2020
"KSSTID0087",2,0,0,0,0,1,32,0,0,8.72215973739461,9.09925013946332,1,0,0,1,0,6.533333333,0,1,2020
"KSSTID0087",3,0,0,0,0,1,32,0,0,0,9.09925013946332,1,0,1,1,1,5.7,0,1,2021
"KSSTID0087",4,0,0,0,0,1,32,1362.61,7.21789087376575,0,9.09925013946332,1,0,0,1,1,4.633333333,0,1,2021
"KSSTID0087",5,1,0,0,0,1,32,7817.56,8.96425567336041,7.21789087376575,9.09925013946332,1,0,1,1,0,3.066666667,0,1,2021
"KSSTID0087",6,1,0,0,0,1,32,13363.98,9.50039313212596,8.96425567336041,9.09925013946332,1,0,1,1,0,3.366666667,1,1,2022
"KSSTID0088",1,0,1,0,0,1,30,0,0,0,0,1,0,0,0,1,5.166666667,0,1,2020
"KSSTID0088",2,1,1,0,0,1,30,0,0,0,0,1,1,0,0,1,3.133333333,0,1,2020
"KSSTID0088",3,1,1,0,0,1,30,0,0,0,0,1,1,0,0,1,3.2,0,1,2021
"KSSTID0088",4,1,1,0,0,1,30,0,0,0,0,1,0,0,0,1,3,0,1,2021
"KSSTID0088",5,1,1,0,0,1,30,0,0,0,0,1,0,0,0,1,1.866666667,0,1,2021
"KSSTID0088",6,0,1,0,0,1,30,0,0,0,0,1,0,0,0,1,2.366666667,0,1,2022
"KSSTID0089",1,1,1,0,1,1,49,0,0,4.54297558239497,4.54297558239497,1,0,0,0,0,4.4,0,0,2020
"KSSTID0089",2,0,1,1,1,1,49,0,0,0,4.54297558239497,1,0,0,0,1,2.975,0,0,2021
"KSSTID0089",3,1,1,1,1,1,49,0,0,0,4.54297558239497,1,0,1,0,1,2.641666667,0,0,2021
"KSSTID0089",4,1,1,1,1,1,49,0,0,0,4.54297558239497,1,0,1,1,1,2.791666667,0,0,2021
"KSSTID0089",5,1,1,1,1,1,49,0,0,0,4.54297558239497,1,0,0,1,1,1.825,0,0,2021
"KSSTID0089",6,1,1,1,1,1,49,0,0,0,4.54297558239497,1,0,0,0,1,2.325,1,0,2022
"KSSTID0090",1,1,1,0,0,0,28,0,0,0,0,0,1,0,0,1,6.033333333,0,1,2020
"KSSTID0090",2,1,1,0,0,0,28,0,0,0,0,0,1,0,0,1,4.066666667,0,1,2021
"KSSTID0090",3,1,1,0,0,0,28,0,0,0,0,0,1,1,0,1,3.766666667,0,1,2021
"KSSTID0090",4,1,1,1,0,0,28,0,0,0,0,0,1,0,1,1,3.983333333,0,1,2021
"KSSTID0090",5,1,1,1,0,0,28,0,0,0,0,0,1,0,0,1,2.6,0,1,2021
"KSSTID0090",6,1,1,1,0,0,28,712.91,6.57075690397439,0,0,0,1,1,0,1,2.933333333,1,1,2022
"KSSTID0091",1,1,0,0,1,1,41,4999.5,8.51729318641657,8.46201023683587,8.46201023683587,1,1,1,1,0,7.25,0,1,2020
"KSSTID0091",2,0,0,0,1,1,41,4461.4,8.40344201687322,8.51729318641657,8.46201023683587,1,1,1,1,0,4.55,0,0,2021
"KSSTID0091",3,1,0,0,1,1,41,7357.1,8.903557026222,8.40344201687322,8.46201023683587,1,1,1,1,0,4.15,0,0,2021
"KSSTID0091",4,0,0,0,1,1,41,3757.83,8.23186301774768,8.903557026222,8.46201023683587,1,1,1,1,0,3.983333333,1,0,2021
"KSSTID0091",5,0,0,0,1,1,41,0,0,8.23186301774768,8.46201023683587,1,1,1,1,0,2.55,1,0,2021
"KSSTID0091",6,0,0,0,1,1,41,365.43,5.90380750717743,0,8.46201023683587,1,1,1,1,1,2.916666667,1,0,2022
"KSSTID0092",1,0,1,0,1,0,38,6740,8.81596356085344,8.96269918906157,8.96269918906157,0,0,0,1,0,9.1,1,0,2020
"KSSTID0092",2,0,1,0,1,0,38,4940,8.50532301884575,8.81596356085344,8.96269918906157,0,0,0,0,1,5.7,0,0,2021
"KSSTID0092",3,0,1,0,1,0,38,17000,9.74102744483773,8.50532301884575,8.96269918906157,0,0,0,0,1,5.066666667,1,0,2021
"KSSTID0092",4,0,1,1,1,0,38,6120,8.71948076085107,9.74102744483773,8.96269918906157,0,0,0,0,1,4.633333333,1,0,2021
"KSSTID0092",5,0,1,1,1,0,38,0,0,8.71948076085107,8.96269918906157,0,0,0,0,1,3.066666667,0,0,2021
"KSSTID0092",6,0,1,1,1,0,38,0,0,0,8.96269918906157,0,0,1,0,1,3.366666667,0,0,2022
"KSSTID0093",1,1,1,0,1,0,50,6344,8.75542238014849,9.45083963776705,9.45083963776705,0,1,0,1,0,5.444444444,0,1,2020
"KSSTID0093",1,1,1,0,1,0,50,6344,8.75542238014849,9.45083963776705,9.45083963776705,0,1,0,1,0,5.444444444,0,1,2020
"KSSTID0093",2,1,1,1,1,0,50,6344,8.75542238014849,8.75542238014849,9.45083963776705,0,1,0,0,1,4.788888889,0,1,2021
"KSSTID0093",2,1,1,1,1,0,50,6344,8.75542238014849,8.75542238014849,9.45083963776705,0,1,0,0,1,4.788888889,0,0,2021
"KSSTID0093",3,0,1,1,1,0,50,9644,9.17419492533983,9.17419492533983,9.45083963776705,0,0,0,1,1,4.355555556,1,1,2021
"KSSTID0093",3,1,1,1,1,0,50,9644,9.17419492533983,8.75542238014849,9.45083963776705,0,1,0,0,1,4.355555556,0,0,2021
"KSSTID0093",4,0,1,1,1,0,50,6604.00008,8.79558222906846,9.17419492533983,9.45083963776705,0,1,0,1,1,4.088888889,0,0,2021
"KSSTID0093",4,1,1,1,1,0,50,6604.00008,8.79558222906846,8.79558222906846,9.45083963776705,0,1,1,1,1,4.088888889,1,1,2021
"KSSTID0093",5,1,1,1,1,0,50,0,0,8.79558222906846,9.45083963776705,0,1,0,0,1,2.722222222,0,0,2021
"KSSTID0093",5,0,1,1,1,0,50,0,0,0,9.45083963776705,0,1,0,0,1,2.722222222,1,1,2021
"KSSTID0093",6,0,1,1,1,0,50,0,0,0,9.45083963776705,0,0,1,1,1,3.1,1,0,2022
"KSSTID0093",6,0,1,1,1,0,50,0,0,0,9.45083963776705,0,0,0,1,1,3.1,1,1,2022
"KSSTID0094",1,1,1,0,0,0,37,6689.47,8.80843940476518,8.28194669403428,8.28194669403428,0,1,0,0,0,3.566666667,0,0,2020
"KSSTID0094",2,1,1,0,0,0,37,4229.85,8.35015819747993,8.80843940476518,8.28194669403428,0,1,0,0,0,3.333333333,0,1,2021
"KSSTID0094",3,1,1,0,0,0,37,6751.2,8.81762365669018,8.35015819747993,8.28194669403428,0,0,1,0,0,3.033333333,1,1,2021
"KSSTID0094",4,1,1,0,0,0,37,8135.7,9.00413997139219,8.81762365669018,8.28194669403428,0,1,1,1,0,3.033333333,0,1,2021
"KSSTID0094",5,0,1,0,0,0,37,12732.1,9.45196018115133,9.00413997139219,8.28194669403428,0,0,1,1,0,1.933333333,0,1,2021
"KSSTID0094",6,1,1,0,0,0,37,12119.5,9.40265351289779,9.45196018115133,8.28194669403428,0,0,1,1,0,2.333333333,1,1,2022
"KSSTID0095",1,1,1,0,1,1,24,8554.78,9.05436235692174,8.61966313338836,8.61966313338836,0,0,1,1,0,4.766666667,0,1,2020
"KSSTID0095",2,1,1,1,1,1,24,6068.87,8.71109246702025,9.05436235692174,8.61966313338836,0,1,1,1,0,4.833333333,0,1,2021
"KSSTID0095",3,0,1,1,1,1,24,9398.72,9.1484351805804,8.71109246702025,8.61966313338836,0,0,1,1,0,4.583333333,0,1,2021
"KSSTID0095",4,0,1,1,1,1,24,9337.12,9.14186022616581,9.1484351805804,8.61966313338836,0,0,1,1,0,4.283333333,0,1,2021
"KSSTID0095",5,0,1,1,1,1,24,10175.59,9.2278452634589,9.14186022616581,8.61966313338836,0,0,1,1,0,2.8,0,1,2021
"KSSTID0095",6,0,1,1,1,1,24,10075.03,9.21791461484004,9.2278452634589,8.61966313338836,0,0,1,1,0,3.566666667,0,1,2022
"KSSTID0096",1,1,0,0,1,0,36,5519.99,8.61631247101633,7.98896366112171,7.98896366112171,0,1,0,0,0,4.033333333,0,0,2020
"KSSTID0096",2,0,0,0,1,0,36,4165.6,8.33485563449428,8.61631247101633,7.98896366112171,0,0,0,0,0,3.8,0,0,2021
"KSSTID0096",3,0,0,0,1,0,36,5103.81,8.53793851149282,8.33485563449428,7.98896366112171,0,0,0,0,0,3.4,0,0,2021
"KSSTID0096",4,1,0,0,1,0,36,5053.04,8.52794320243997,8.53793851149282,7.98896366112171,0,1,1,0,0,3.333333333,0,0,2021
"KSSTID0096",5,1,0,0,1,0,36,4171.05,8.33616280070848,8.52794320243997,7.98896366112171,0,0,0,0,0,2,0,0,2021
"KSSTID0096",6,0,0,0,1,0,36,4258.4,8.3568835842734,8.33616280070848,7.98896366112171,0,0,0,0,0,2.466666667,0,0,2022
"KSSTID0097",1,1,0,0,1,1,42,669.75,6.50839648930573,3.46072336097618,3.46072336097618,0,0,0,0,0,2.766666667,0,1,2020
"KSSTID0097",2,1,0,0,1,1,42,1032.34,6.94055155339722,6.50839648930573,3.46072336097618,0,1,0,0,0,2.866666667,0,1,2021
"KSSTID0097",3,1,0,0,1,1,42,1905.87,7.55321843337638,6.94055155339722,3.46072336097618,0,1,0,0,0,2.733333333,0,1,2021
"KSSTID0097",4,1,0,0,1,1,42,2846.73,7.95427746466696,7.55321843337638,3.46072336097618,0,0,0,0,0,2.966666667,0,1,2021
"KSSTID0097",5,1,0,0,1,1,42,4626.28,8.43972450144824,7.95427746466696,3.46072336097618,0,1,0,0,0,1.866666667,0,1,2021
"KSSTID0097",6,0,0,0,1,1,42,4543.94,8.42176980520431,8.43972450144824,3.46072336097618,0,0,0,0,0,2.433333333,1,1,2022
"KSSTID0098",1,0,1,1,0,1,25,13216.11,9.48926748133799,8.83441561933748,8.83441561933748,1,0,1,1,0,2.344444444,0,1,2020
"KSSTID0098",2,0,1,1,0,1,25,12034.66,9.39562918876337,9.48926748133799,8.83441561933748,1,0,1,1,0,2.222222222,0,1,2021
"KSSTID0098",3,0,1,1,0,1,25,10681.19,9.27633314767282,9.39562918876337,8.83441561933748,1,0,1,1,0,2.188888889,0,1,2021
"KSSTID0098",4,1,1,1,0,1,25,8637,9.06392635352065,9.27633314767282,8.83441561933748,1,0,0,0,0,2.633333333,0,1,2021
"KSSTID0098",5,1,1,1,0,1,25,367.82,5.91030872014697,9.06392635352065,8.83441561933748,1,0,0,0,0,1.666666667,0,1,2021
"KSSTID0098",6,1,1,1,0,1,25,500,6.21660610108486,5.91030872014697,8.83441561933748,1,0,0,0,0,2.255555556,1,1,2022
"KSSTID0099",1,0,0,0,1,0,44,8423.12,9.0388542987266,8.86617260053754,8.86617260053754,1,0,1,1,0,6.533333333,0,0,2020
"KSSTID0099",2,0,0,0,1,0,44,6852.42,8.83250307673543,9.0388542987266,8.86617260053754,1,0,0,1,0,5.7,0,0,2021
"KSSTID0099",3,0,0,0,1,0,44,7733.45,8.95343965511384,8.83250307673543,8.86617260053754,1,0,1,0,0,5.066666667,0,0,2021
"KSSTID0099",4,0,0,0,1,0,44,7894.13,8.97400139267197,8.95343965511384,8.86617260053754,1,0,1,1,0,4.633333333,0,0,2021
"KSSTID0099",5,0,0,0,1,0,44,8340.7,9.02902231151132,8.97400139267197,8.86617260053754,1,0,1,1,0,3.066666667,0,0,2021
"KSSTID0099",6,0,0,0,1,0,44,8428,9.03943341999748,9.02902231151132,8.86617260053754,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0100",1,1,0,0,1,0,58,0,0,0,0,1,1,0,0,1,3.15,1,1,2020
"KSSTID0100",2,1,0,0,1,0,58,0,0,0,0,1,1,0,0,1,2.95,1,1,2021
"KSSTID0100",3,0,0,0,1,0,58,0,0,0,0,1,1,0,0,1,2.766666667,1,1,2021
"KSSTID0100",4,1,0,0,1,0,58,0,0,0,0,1,1,0,0,1,2.933333333,1,1,2021
"KSSTID0100",5,0,0,0,1,0,58,0,0,0,0,1,1,0,0,1,1.833333333,1,1,2021
"KSSTID0100",6,0,0,0,1,0,58,0,0,0,0,1,1,0,0,1,2.183333333,1,1,2022
"KSSTID0101",1,1,1,0,0,1,53,0,0,0,0,1,1,0,0,1,6.533333333,0,1,2020
"KSSTID0101",2,0,1,1,0,1,53,0,0,0,0,1,1,0,0,1,5.7,0,0,2021
"KSSTID0101",3,0,1,1,0,1,53,0,0,0,0,1,1,0,0,1,5.066666667,0,0,2021
"KSSTID0101",4,0,1,1,0,1,53,0,0,0,0,1,1,0,0,1,4.633333333,0,0,2021
"KSSTID0101",5,1,1,1,0,1,53,2260,7.72356247227797,0,0,1,1,0,0,1,3.066666667,0,0,2021
"KSSTID0101",6,1,1,1,0,1,53,1965,7.58375630070711,7.72356247227797,0,1,1,0,0,0,3.366666667,0,1,2022
"KSSTID0102",1,0,0,0,1,1,50,8940.01,9.09840383717782,8.58084944847329,8.58084944847329,0,0,1,1,0,4.366666667,1,0,2020
"KSSTID0102",2,0,0,0,1,1,50,7919.5,8.97720961412891,9.09840383717782,8.58084944847329,0,0,1,1,0,4.066666667,0,0,2021
"KSSTID0102",3,0,0,0,1,1,50,7314.75,8.89778483724838,8.97720961412891,8.58084944847329,0,0,0,1,0,3.533333333,0,0,2021
"KSSTID0102",4,0,0,0,1,1,50,7693.27,8.94823117497622,8.89778483724838,8.58084944847329,0,0,1,0,0,3.533333333,0,0,2021
"KSSTID0102",5,0,0,0,1,1,50,7312.34,8.89745535673772,8.94823117497622,8.58084944847329,0,0,1,1,0,2.4,0,0,2021
"KSSTID0102",6,0,0,0,1,1,50,7844.91,8.96774765589055,8.89745535673772,8.58084944847329,0,0,1,1,0,3.066666667,0,0,2022
"KSSTID0103",1,0,0,0,1,1,32,0,0,0,0,1,0,0,0,1,3.066666667,1,1,2020
"KSSTID0103",2,0,0,0,1,1,32,0,0,0,0,1,0,0,0,1,2.933333333,1,1,2021
"KSSTID0103",3,0,0,0,1,1,32,0,0,0,0,1,0,1,0,1,2.8,1,1,2021
"KSSTID0103",4,0,0,0,1,1,32,4514.96,8.4153730678344,0,0,1,0,1,1,1,3,1,1,2021
"KSSTID0103",5,1,0,0,1,1,32,7242.28,8.88782942146276,8.4153730678344,0,1,0,1,1,0,1.733333333,1,1,2021
"KSSTID0103",6,0,0,0,1,1,32,8437.2,9.04052429470251,8.88782942146276,0,1,0,1,1,0,2.166666667,1,1,2022
"KSSTID0104",1,0,1,0,1,1,58,8967.78,9.10150493688417,9.07778450337334,9.07778450337334,1,0,1,1,0,3.15,0,0,2020
"KSSTID0104",2,0,1,1,1,1,58,9525.93,9.16187780414121,9.10150493688417,9.07778450337334,1,0,1,1,0,2.95,0,0,2021
"KSSTID0104",3,0,1,1,1,1,58,8984.6,9.10337857495138,9.16187780414121,9.07778450337334,1,0,1,1,0,2.766666667,0,0,2021
"KSSTID0104",4,0,1,1,1,1,58,9545.72,9.16395291898305,9.10337857495138,9.07778450337334,1,0,0,1,0,2.933333333,0,0,2021
"KSSTID0104",5,0,1,1,1,1,58,10897.66,9.2963951248802,9.16395291898305,9.07778450337334,1,0,1,1,0,1.833333333,0,0,2021
"KSSTID0104",6,0,1,1,1,1,58,17634.68,9.7776794016092,9.2963951248802,9.07778450337334,1,0,1,0,0,2.183333333,0,0,2022
"KSSTID0105",1,0,0,0,0,1,34,4048.99,8.30646969096173,8.65015642266765,8.65015642266765,0,0,0,1,0,6.533333333,0,1,2020
"KSSTID0105",2,1,0,0,0,1,34,5017.58,8.52090230414503,8.30646969096173,8.65015642266765,0,0,1,0,0,5.7,0,1,2021
"KSSTID0105",3,1,0,0,0,1,34,4241.6,8.35293156783825,8.52090230414503,8.65015642266765,0,0,1,1,0,5.066666667,0,1,2021
"KSSTID0105",4,1,0,0,0,1,34,5753.2,8.65768530193635,8.35293156783825,8.65015642266765,0,0,1,1,0,4.633333333,0,1,2021
"KSSTID0105",5,1,0,0,0,1,34,3051.96,8.02386689078203,8.65768530193635,8.65015642266765,0,0,0,1,0,3.066666667,0,1,2021
"KSSTID0105",6,0,0,0,0,1,34,1282.13,7.15705768450209,8.02386689078203,8.65015642266765,0,0,1,0,0,3.366666667,0,1,2022
"KSSTID0106",1,0,0,0,1,0,52,9064.92,9.11227760728361,8.86505178530247,8.86505178530247,1,0,1,1,0,6.533333333,0,0,2020
"KSSTID0106",2,1,0,0,1,0,52,10326.47,9.24256261440105,9.11227760728361,8.86505178530247,1,0,1,1,0,5.7,0,0,2021
"KSSTID0106",3,1,0,0,1,0,52,8066.72,8.99562619346443,9.24256261440105,8.86505178530247,1,1,1,1,0,5.066666667,0,0,2021
"KSSTID0106",4,1,0,0,1,0,52,8936.25,9.09798321458307,8.99562619346443,8.86505178530247,1,0,1,1,0,4.633333333,0,0,2021
"KSSTID0106",5,1,0,0,1,0,52,8723.75,9.07391909336499,9.09798321458307,8.86505178530247,1,0,1,1,0,3.066666667,0,0,2021
"KSSTID0106",6,1,0,0,1,0,52,7500.25,8.92282495230372,9.07391909336499,8.86505178530247,1,0,1,1,0,3.366666667,1,0,2022
"KSSTID0107",1,0,0,0,1,0,27,6259.12,8.74195463323949,9.24914369034007,9.24914369034007,0,0,1,1,0,4.2,0,0,2020
"KSSTID0107",2,0,0,0,1,0,27,5493.04,8.61141914729854,8.74195463323949,9.24914369034007,0,0,1,1,0,3.908333333,0,0,2021
"KSSTID0107",3,0,0,0,1,0,27,6206.97,8.73358922937715,8.61141914729854,9.24914369034007,0,0,1,1,0,3.608333333,0,0,2021
"KSSTID0107",4,1,0,0,1,0,27,7199.95,8.88196824074469,8.73358922937715,9.24914369034007,0,0,1,1,0,3.758333333,0,0,2021
"KSSTID0107",5,0,0,0,1,0,27,7344.26,8.90181048621156,8.88196824074469,9.24914369034007,0,0,1,1,0,2.433333333,0,0,2021
"KSSTID0107",6,0,0,0,1,0,27,6441.52,8.77067504690664,8.90181048621156,9.24914369034007,0,0,1,1,0,2.866666667,1,0,2022
"KSSTID0108",1,1,0,0,0,0,33,0,0,4.85802786728569,4.85802786728569,1,1,0,0,0,4.366666667,0,0,2020
"KSSTID0108",2,1,0,0,0,0,33,0,0,0,4.85802786728569,1,1,0,0,1,4.066666667,0,0,2021
"KSSTID0108",3,1,0,0,0,0,33,1277.98,7.15381816424,0,4.85802786728569,1,1,0,0,1,3.533333333,0,0,2021
"KSSTID0108",4,1,0,0,0,0,33,1459.38,7.28645195480959,7.15381816424,4.85802786728569,1,1,1,0,0,3.533333333,0,0,2021
"KSSTID0108",5,1,0,0,0,0,33,5864.14,8.67678163122041,7.28645195480959,4.85802786728569,1,1,1,1,0,2.4,0,0,2021
"KSSTID0108",6,0,0,0,0,0,33,199.59,5.30126302383661,8.67678163122041,4.85802786728569,1,1,0,1,0,3.066666667,1,0,2022
"KSSTID0109",1,0,0,0,0,0,34,566.24,6.34078249459315,9.58175840057863,9.58175840057863,0,0,1,1,0,3.85,0,0,2020
"KSSTID0109",2,0,0,0,0,0,34,5251.58,8.56647466344562,6.34078249459315,9.58175840057863,0,0,1,1,0,3.7,1,1,2021
"KSSTID0109",3,0,0,0,0,0,34,6764.36,8.81957075426662,8.56647466344562,9.58175840057863,0,0,1,1,0,2.933333333,1,1,2021
"KSSTID0109",4,0,0,0,0,0,34,9182.8,9.12519634131874,8.81957075426662,9.58175840057863,0,0,1,1,0,2.983333333,1,1,2021
"KSSTID0109",5,0,0,0,0,0,34,12391.85,9.42487497238475,9.12519634131874,9.58175840057863,0,0,1,1,0,1.966666667,1,1,2021
"KSSTID0109",6,0,0,0,0,0,34,10642.54,9.27270841432793,9.42487497238475,9.58175840057863,0,0,1,1,0,2.433333333,0,0,2022
"KSSTID0110",1,1,1,0,1,0,31,4418.727,8.39383320845834,8.3381335089213,8.3381335089213,0,0,0,1,0,3.133333333,0,0,2020
"KSSTID0110",2,1,1,1,1,0,31,2872.13,7.96315730682437,8.39383320845834,8.3381335089213,0,0,0,0,1,3.2,0,0,2021
"KSSTID0110",3,1,1,1,1,0,31,7345.04,8.901916671505,7.96315730682437,8.3381335089213,0,0,0,0,0,2.8,0,0,2021
"KSSTID0110",4,1,1,1,1,0,31,1010.95,6.91963444151221,8.901916671505,8.3381335089213,0,0,0,0,0,3,0,0,2021
"KSSTID0110",5,1,1,1,1,0,31,8709.6,9.07229595381154,6.91963444151221,8.3381335089213,0,0,0,0,0,1.866666667,0,0,2021
"KSSTID0110",6,0,1,1,1,0,31,3288.38,8.09845437615249,9.07229595381154,8.3381335089213,0,0,0,0,0,2.366666667,0,0,2022
"KSSTID0111",1,1,0,0,0,0,40,7975.432,8.9842464726624,9.08673894224634,9.08673894224634,0,1,0,1,0,6.533333333,0,1,2020
"KSSTID0111",2,1,0,0,0,0,40,6477.8,8.77629058701224,8.9842464726624,9.08673894224634,0,0,1,1,0,5.7,1,1,2021
"KSSTID0111",3,1,0,0,0,0,40,3701.25,8.21669602191761,8.77629058701224,9.08673894224634,0,1,1,1,0,5.066666667,1,1,2021
"KSSTID0111",4,0,0,0,0,0,40,936,6.84268328223842,8.21669602191761,9.08673894224634,0,1,1,1,0,4.633333333,1,1,2021
"KSSTID0111",5,1,0,0,0,0,40,0,0,6.84268328223842,9.08673894224634,0,1,1,1,0,3.066666667,1,1,2021
"KSSTID0111",6,1,0,0,0,0,40,0,0,0,9.08673894224634,0,1,1,1,1,3.366666667,1,1,2022
"KSSTID0112",1,0,0,0,1,1,41,4720.11,8.45979922042312,8.35576778145504,8.35576778145504,1,0,1,1,0,4.033333333,0,0,2020
"KSSTID0112",2,0,0,0,1,1,41,4559.05,8.4250888673606,8.45979922042312,8.35576778145504,1,0,1,1,0,3.75,1,1,2021
"KSSTID0112",3,0,0,0,1,1,41,4646.71,8.44412990415841,8.4250888673606,8.35576778145504,1,0,1,1,0,3.45,1,1,2021
"KSSTID0112",4,0,0,0,1,1,41,4476.65,8.40685363421125,8.44412990415841,8.35576778145504,1,0,1,1,0,3.533333333,1,1,2021
"KSSTID0112",5,1,0,0,1,1,41,4072.88,8.31235114127194,8.40685363421125,8.35576778145504,1,0,1,1,0,2.8,1,1,2022
"KSSTID0112",6,1,0,0,1,1,41,4475.5,8.40659677007421,8.31235114127194,8.35576778145504,1,0,1,1,0,2.616666667,1,1,2022
"KSSTID0113",1,0,1,0,0,1,37,0,0,4.0936776732344,4.0936776732344,1,0,0,0,0,3.7,1,1,2020
"KSSTID0113",2,0,1,1,0,1,37,0,0,0,4.0936776732344,1,0,0,0,1,3.666666667,0,1,2021
"KSSTID0113",3,0,1,1,0,1,37,0,0,0,4.0936776732344,1,0,1,0,1,3.2,0,1,2021
"KSSTID0113",4,0,1,1,0,1,37,3473.08,8.15308497474546,0,4.0936776732344,1,0,1,1,1,3.3,0,1,2021
"KSSTID0113",5,1,1,1,0,1,37,2464.63,7.81020263191558,8.15308497474546,4.0936776732344,1,0,1,1,0,3,0,1,2022
"KSSTID0113",6,0,1,1,0,1,37,0,0,7.81020263191558,4.0936776732344,1,0,0,1,0,2.666666667,0,1,2022
"KSSTID0114",1,0,1,0,0,0,36,2440,7.80016307039296,8.3669282855146,8.3669282855146,0,0,0,0,0,3.566666667,1,0,2020
"KSSTID0114",2,0,1,0,0,0,36,0,0,7.80016307039296,8.3669282855146,0,0,0,0,1,3.333333333,1,0,2021
"KSSTID0114",3,0,1,0,0,0,36,0,0,0,8.3669282855146,0,0,0,0,1,3.033333333,1,0,2021
"KSSTID0114",4,0,1,1,0,0,36,0,0,0,8.3669282855146,0,0,0,0,1,3.033333333,1,0,2021
"KSSTID0114",5,0,1,1,0,0,36,0,0,0,8.3669282855146,0,0,1,0,1,2.333333333,1,0,2022
"KSSTID0114",6,0,1,1,0,0,36,0,0,0,8.3669282855146,0,0,1,1,1,2.2,1,0,2022
"KSSTID0115",1,1,1,0,0,0,43,1082.47,6.9879241325451,7.71963615429,7.71963615429,1,1,0,0,0,6.533333333,0,0,2020
"KSSTID0115",2,1,1,0,0,0,43,2617,7.87016594646984,6.9879241325451,7.71963615429,1,1,1,0,0,5.7,0,0,2021
"KSSTID0115",3,1,1,0,0,0,43,5426.91,8.59930944012459,7.87016594646984,7.71963615429,1,1,0,1,0,5.066666667,0,0,2021
"KSSTID0115",4,1,1,1,0,0,43,5283.75,8.5725805934958,8.59930944012459,7.71963615429,1,1,0,0,0,4.633333333,0,0,2021
"KSSTID0115",5,1,1,1,0,0,43,4411.93,8.3922941469185,8.5725805934958,7.71963615429,1,1,1,0,0,3.366666667,0,0,2022
"KSSTID0115",6,1,1,1,0,0,43,3231.62,8.08104823292681,8.3922941469185,7.71963615429,1,1,0,1,0,2.966666667,0,0,2022
"KSSTID0116",1,0,1,0,1,0,42,0,0,0,0,1,0,0,0,1,3.566666667,1,1,2020
"KSSTID0116",2,0,1,0,1,0,42,0,0,0,0,1,0,0,0,1,3.333333333,1,1,2021
"KSSTID0116",3,0,1,0,1,0,42,0,0,0,0,1,0,0,0,1,3.033333333,1,1,2021
"KSSTID0116",4,0,1,1,1,0,42,0,0,0,0,1,0,0,0,1,3.033333333,1,1,2021
"KSSTID0116",5,0,1,1,1,0,42,0,0,0,0,1,0,0,0,1,2.333333333,1,1,2022
"KSSTID0116",6,0,1,1,1,0,42,0,0,0,0,1,0,0,0,1,2.2,1,1,2022
"KSSTID0117",1,1,1,0,0,0,34,0,0,0,0,1,1,0,0,1,2.344444444,0,0,2020
"KSSTID0117",2,0,1,1,0,0,34,0,0,0,0,1,1,0,0,1,2.222222222,0,0,2021
"KSSTID0117",3,1,1,1,0,0,34,0,0,0,0,1,1,0,0,1,2.188888889,0,0,2021
"KSSTID0117",4,0,1,1,0,0,34,0,0,0,0,1,1,0,0,1,1.666666667,0,0,2021
"KSSTID0117",5,0,1,1,0,0,34,0,0,0,0,1,1,0,0,1,2.255555556,1,0,2022
"KSSTID0117",6,0,1,1,0,0,34,0,0,0,0,1,1,0,0,1,2.288888889,1,0,2022
"KSSTID0118",1,0,1,0,0,0,48,0,0,0,0,1,0,0,0,1,6.533333333,0,1,2020
